# BAI
ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID
704	Dashi	sleep (V)	76	t͡ʂʰɚ̃₃₃	t͡ʂʰ ɚ̃ ₃₃	195
705	Zhoucheng	sleep (V)	76	ʦʰɛ₃₃	ʦʰ ɛ ₃₃	197
706	Jinxing	sleep (V)	76	ʦʰan₃₃	ʦʰ a n ₃₃	197
707	Tuolo	sleep (V)	76	ʐa₄₂ma₄₂	ʐ a ₄₂ m a ₄₂	200
708	Enqi	sleep (V)	76	ʦʰi₂₂	ʦʰ i ₂₂	197
709	Ega	sleep (V)	76	ŋu₄₂ti₄₂	ŋ u ₄₂ t i ₄₂	196
# 
710	Gongxing	small	77	sɛ₄₂	s ɛ ₄₂	201
711	Jinman	small	77	sẽ₄₂	s ẽ ₄₂	201
712	Mazhelong	small	77	sɛ₂₁	s ɛ ₂₁	201
713	Dashi	small	77	sʰe₂₁	sʰ e ₂₁	201
714	Zhoucheng	small	77	se₃₁	s e ₃₁	201
715	Jinxing	small	77	se₃₁	s e ₃₁	201
716	Tuolo	small	77	se₂₁	s e ₂₁	201
717	Enqi	small	77	sɛ₄₃	s ɛ ₄₃	201
718	Ega	small	77	sɛ₄₂	s ɛ ₄₂	201
# 
719	Gongxing	smoke	78	xwi₂₂ɕi₅₅	x w i ₂₂ ɕ i ₅₅	202
720	Jinman	smoke	78	fi₂₂se₅₅	f i ₂₂ s e ₅₅	202
721	Mazhelong	smoke	78	fi₃₃ɕen₅₅	f i ₃₃ ɕ e n ₅₅	202
722	Dashi	smoke	78	xwi₃₃ɕen₃₅	x w i ₃₃ ɕ e n ₃₅	202
723	Zhoucheng	smoke	78	xwi₃₃ɕe₅₅	x w i ₃₃ ɕ e ₅₅	202
724	Jinxing	smoke	78	xwi₃₃ɕen₅₅	x w i ₃₃ ɕ e n ₅₅	202
725	Tuolo	smoke	78	xwe₃₃ɕen₅₅	x w e ₃₃ ɕ e n ₅₅	202
726	Enqi	smoke	78	xwi₂₂si₂₄	x w i ₂₂ s i ₂₄	202
727	Ega	smoke	78	fi₂₂sɛ₅₅	f i ₂₂ s ɛ ₅₅	202
# 
728	Gongxing	stand (V)	79	ji₂₁	j i ₂₁	204
729	Jinman	stand (V)	79	djõ₂₂	d j õ ₂₂	203
730	Mazhelong	stand (V)	79	zi₄₂	z i ₄₂	205
731	Dashi	stand (V)	79	t͡ʂɯ₂₁	t͡ʂ ɯ ₂₁	203
732	Zhoucheng	stand (V)	79	ʦɯ₃₁	ʦ ɯ ₃₁	203
733	Jinxing	stand (V)	79	ʦɯ₃₁	ʦ ɯ ₃₁	203
734	Tuolo	stand (V)	79	ji₄₂kʰɯ₃₃	j i ₄₂ kʰ ɯ ₃₃	204
735	Enqi	stand (V)	79	djɯ₄₃	d j ɯ ₄₃	203
736	Ega	stand (V)	79	ji₄₂	j i ₄₂	204
737	Ega	stand (V)	79	ʥõ₂₂	ʥ õ ₂₂	203
# 
738	Gongxing	star	80	san₅₅	s a n ₅₅	206
739	Jinman	star	80	ɕã₅₅	ɕ ã ₅₅	206
740	Mazhelong	star	80	ɕɚ̃₅₅	ɕ ɚ̃ ₅₅	206
741	Dashi	star	80	ɕɚ̃₅₅	ɕ ɚ̃ ₅₅	206
742	Zhoucheng	star	80	ɕɛ₅₅	ɕ ɛ ₅₅	206
743	Jinxing	star	80	ɕan₅₅	ɕ a n ₅₅	206
744	Tuolo	star	80	ɕaŋ₅₅	ɕ a ŋ ₅₅	206
745	Enqi	star	80	ɕæ₂₄	ɕ æ ₂₄	206
746	Ega	star	80	ɕa₅₅	ɕ a ₅₅	206
# 
747	Gongxing	stone	81	ʣu₂₁qʰwɛ₅₅	ʣ u ₂₁ qʰ w ɛ ₅₅	209
748	Jinman	stone	81	ʈo₂₁	ʈ o ₂₁	210
749	Mazhelong	stone	81	ʦʰɤ₄₂	ʦʰ ɤ ₄₂	207
750	Dashi	stone	81	t͡ʂow₄₂	t͡ʂ o w ₄₂	207
751	Zhoucheng	stone	81	ʦow₄₂	ʦ o w ₄₂	207
752	Jinxing	stone	81	ʦow₄₂	ʦ o w ₄₂	207
753	Tuolo	stone	81	diw₄₂	d i w ₄₂	210
754	Enqi	stone	81	tiw₂₁	t i w ₂₁	208
755	Ega	stone	81	ʨiw₄₂	ʨ i w ₄₂	207
756	Jinman	stone	81	da₄₂ŋã₂₁	d a ₄₂ ŋ ã ₂₁	211
# 
757	Gongxing	sun	82	ɲi₂₄	ɲ i ₂₄	213
758	Jinman	sun	82	ɲi₅₅	ɲ i ₅₅	213
759	Mazhelong	sun	82	ɲɛ₄₄	ɲ ɛ ₄₄	213
760	Dashi	sun	82	jen₄₄	j e n ₄₄	212
761	Zhoucheng	sun	82	mi₄₄	m i ₄₄	214
762	Jinxing	sun	82	jjen₄₄	jː e n ₄₄	212
763	Tuolo	sun	82	jjen₄₂	jː e n ₄₂	212
764	Enqi	sun	82	ɲi₅₅	ɲ i ₅₅	213
765	Ega	sun	82	ɲi₄₄	ɲ i ₄₄	213
# 
766	Gongxing	swim (V)	83	ɕi₂₂qoŋ₅₅	ɕ i ₂₂ q o ŋ ₅₅	218
767	Jinman	swim (V)	83	ɕyj₂₂lu₂₁	ɕ y j ₂₂ l u ₂₁	216
768	Mazhelong	swim (V)	83	ʦʰɛ₃₁ɕu₃₃si₅₅	ʦʰ ɛ ₃₁ ɕ u ₃₃ s i ₅₅	219
769	Dashi	swim (V)	83	se₃₃pe₂₁	s e ₃₃ p e ₂₁	215
770	Zhoucheng	swim (V)	83	se₃₃ʦʰi₅₅kʰow₅₅	s e ₃₃ ʦʰ i ₅₅ kʰ o w ₅₅	220
771	Jinxing	swim (V)	83	se₃₃pe₂₁	s e ₃₃ p e ₂₁	215
772	Tuolo	swim (V)	83	fɤ₃₅ɕyj₃₃	f ɤ ₃₅ ɕ y j ₃₃	217
773	Enqi	swim (V)	83	sɛ₂₄ɕyj₂₂	s ɛ ₂₄ ɕ y j ₂₂	217
774	Ega	swim (V)	83	ɕyj₂₂qu₅₅	ɕ y j ₂₂ q u ₅₅	216
# 
775	Gongxing	tail	84	mu₂₂qwa₂₄	m u ₂₂ q w a ₂₄	222
776	Jinman	tail	84	mo₂₂qwa₄₄	m o ₂₂ q w a ₄₄	222
777	Mazhelong	tail	84	mi₃₃	m i ₃₃	222
778	Dashi	tail	84	wɤ₃₃to₅₅	w ɤ ₃₃ t o ₅₅	221
779	Zhoucheng	tail	84	mi₄₂tu₃₅	m i ₄₂ t u ₃₅	223
780	Jinxing	tail	84	ɤ̃₃₃tɤ̃₅₅	ɤ̃ ₃₃ t ɤ̃ ₅₅	221
781	Tuolo	tail	84	mɔ₄₂qɔ₄₂	m ɔ ₄₂ q ɔ ₄₂	222
782	Enqi	tail	84	mæ₂₂qwa₅₅	m æ ₂₂ q w a ₅₅	222
783	Ega	tail	84	mu₂₂qwa₄₄	m u ₂₂ q w a ₄₄	222
# 
784	Gongxing	that	85	twa₅₅ɣǝ₂₁	t w a ₅₅ ɣ ǝ ₂₁	227
785	Jinman	that	85	tõ₅₅	t õ ₅₅	228
786	Mazhelong	that	85	pu₃₃ʦoŋ₂₁	p u ₃₃ ʦ o ŋ ₂₁	229
787	Dashi	that	85	na₅₅	n a ₅₅	224
788	Zhoucheng	that	85	na₅₅wi₃₃	n a ₅₅ w i ₃₃	224
789	Jinxing	that	85	no₅₅	n o ₅₅	224
790	Tuolo	that	85	bo₂₁	b o ₂₁	230
791	Enqi	that	85	vɯ₄₃	v ɯ ₄₃	226
792	Ega	that	85	a₅₅po₂₁	a ₅₅ p o ₂₁	225
793	Jinxing	that	85	lo₅₅	l o ₅₅	231
# 
794	Gongxing	this	86	ɣǝ₂₁	ɣ ǝ ₂₁	235
795	Jinman	this	86	nõ₅₅	n õ ₅₅	234
796	Mazhelong	this	86	ne₃₃ʦoŋ₂₁	n e ₃₃ ʦ o ŋ ₂₁	237
797	Dashi	this	86	a₅₅ta₃₃	a ₅₅ t a ₃₃	232
798	Zhoucheng	this	86	te₃₃le₃₁	t e ₃₃ l e ₃₁	239
799	Jinxing	this	86	lɯ₃₁	l ɯ ₃₁	236
800	Tuolo	this	86	djɯ₂₁	d j ɯ ₂₁	238
801	Enqi	this	86	nɯ₅₅	n ɯ ₅₅	234
802	Ega	this	86	a₅₅na₂₄	a ₅₅ n a ₂₄	233
803	Mazhelong	this	86	lɛ₄₂	l ɛ ₄₂	236
# 
804	Gongxing	thou	87	na₄₂	n a ₄₂	240
805	Jinman	thou	87	no₄₂	n o ₄₂	240
806	Mazhelong	thou	87	nen₄₂	n e n ₄₂	240
807	Dashi	thou	87	nõ₃₁	n õ ₃₁	240
808	Zhoucheng	thou	87	no₃₁	n o ₃₁	240
809	Jinxing	thou	87	now₃₁	n o w ₃₁	240
810	Tuolo	thou	87	nɔ₂₁	n ɔ ₂₁	240
811	Enqi	thou	87	no₄₃	n o ₄₃	240
812	Ega	thou	87	no₄₂	n o ₄₂	240
# 
813	Gongxing	tongue	88	djɛ₂₁	d j ɛ ₂₁	242
814	Jinman	tongue	88	ʈɚ₄₂	ʈ ɚ ₄₂	242
815	Mazhelong	tongue	88	ʦʰɛ₄₂	ʦʰ ɛ ₄₂	242
816	Dashi	tongue	88	t͡ʂe₄₂	t͡ʂ e ₄₂	242
817	Zhoucheng	tongue	88	ʦe₄₂	ʦ e ₄₂	242
818	Jinxing	tongue	88	ʦe₄₂	ʦ e ₄₂	242
819	Tuolo	tongue	88	de₄₂	d e ₄₂	242
820	Enqi	tongue	88	tjɛ₂₁	t j ɛ ₂₁	242
821	Ega	tongue	88	ti₂₁pʰɛ₄₂	t i ₂₁ pʰ ɛ ₄₂	241
# 
822	Gongxing	tooth	89	xu₅₅ja₂₁	x u ₅₅ j a ₂₁	246
823	Jinman	tooth	89	ʨu₂₂pa₄₄	ʨ u ₂₂ p a ₄₄	244
824	Mazhelong	tooth	89	ʦi₃₃pɑ₄₄	ʦ i ₃₃ p ɑ ₄₄	243
825	Dashi	tooth	89	t͡ʂʰi₄₄pa₄₄	t͡ʂʰ i ₄₄ p a ₄₄	243
826	Zhoucheng	tooth	89	ʦi₃₃pa₄₄	ʦ i ₃₃ p a ₄₄	243
827	Jinxing	tooth	89	ʦɤ₄₄pɑ₄₄	ʦ ɤ ₄₄ p ɑ ₄₄	243
828	Tuolo	tooth	89	jaŋ₃₅	j a ŋ ₃₅	247
829	Enqi	tooth	89	qʰwa₂₂ɲa₂₁	qʰ w a ₂₂ ɲ a ₂₁	245
830	Ega	tooth	89	ʨu₂₂pa₄₄qwa₄₄	ʨ u ₂₂ p a ₄₄ q w a ₄₄	244
831	Gongxing	tooth	89	t͡ʂi₂₁pa₂₄	t͡ʂ i ₂₁ p a ₂₄	243
832	Tuolo	tooth	89	ʨu₄₂po₄₂	ʨ u ₄₂ p o ₄₂	243
833	Enqi	tooth	89	ʨu₂₂pa₅₅	ʨ u ₂₂ p a ₅₅	243
# 
834	Gongxing	tree	90	d͡ʐi₄₂	d͡ʐ i ₄₂	248
835	Jinman	tree	90	ɖɯ₄₂	ɖ ɯ ₄₂	248
836	Mazhelong	tree	90	ʣǝɯ₂₁	ʣ ǝɯ ₂₁	248
837	Dashi	tree	90	t͡ʂɯ₂₁	t͡ʂ ɯ ₂₁	248
838	Zhoucheng	tree	90	ʦɯ₃₁	ʦ ɯ ₃₁	248
839	Jinxing	tree	90	ʦɯ₃₁	ʦ ɯ ₃₁	248
840	Tuolo	tree	90	djɯ₂₁	d j ɯ ₂₁	248
841	Enqi	tree	90	djɯ₄₃	d j ɯ ₄₃	248
842	Ega	tree	90	ʥi₄₂	ʥ i ₄₂	248
# 
843	Gongxing	two	91	koŋ₃₃	k o ŋ ₃₃	249
844	Jinman	two	91	koŋ₃₃	k o ŋ ₃₃	250
845	Mazhelong	two	91	koŋ₃₃	k o ŋ ₃₃	249
846	Dashi	two	91	koŋ₃₃	k o ŋ ₃₃	249
847	Zhoucheng	two	91	kow₃₃	k o w ₃₃	249
848	Jinxing	two	91	kõ₃₃	k õ ₃₃	249
849	Tuolo	two	91	koŋ₃₃	k o ŋ ₃₃	249
850	Enqi	two	91	ku₂₂	k u ₂₂	249
851	Ega	two	91	kɤ₃₃	k ɤ ₃₃	249
# 
852	Gongxing	walk (V)	92	ʁan₁₂	ʁ a n ₁₂	253
853	Jinman	walk (V)	92	ja₅₅	j a ₅₅	254
854	Mazhelong	walk (V)	92	ɣaŋ₂₁	ɣ a ŋ ₂₁	253
855	Dashi	walk (V)	92	pe₄₄	p e ₄₄	251
856	Zhoucheng	walk (V)	92	pe₄₄	p e ₄₄	251
857	Jinxing	walk (V)	92	pe₄₄	p e ₄₄	251
858	Tuolo	walk (V)	92	jɔ₄₂	j ɔ ₄₂	254
859	Enqi	walk (V)	92	ɴa₂₁	ɴ a ₂₁	252
860	Ega	walk (V)	92	ŋa₂₁	ŋ a ₂₁	252
861	Tuolo	walk (V)	92	ŋa₃₅	ŋ a ₃₅	252
# 
862	Gongxing	warm	93	ɲi₂₄	ɲ i ₂₄	256
863	Jinman	warm	93	ɲi₄₄	ɲ i ₄₄	256
864	Mazhelong	warm	93	ɲɛ₄₄	ɲ ɛ ₄₄	256
865	Dashi	warm	93	jen₄₄	j e n ₄₄	255
866	Zhoucheng	warm	93	ɲe₄₄	ɲ e ₄₄	256
867	Jinxing	warm	93	jẽ₄₄	j ẽ ₄₄	255
868	Tuolo	warm	93	jen₄₂	j e n ₄₂	255
869	Enqi	warm	93	ɲi₅₅	ɲ i ₅₅	256
870	Ega	warm	93	ɲi₄₄	ɲ i ₄₄	256
# 
871	Gongxing	water	94	ɕy₂₂	ɕ y ₂₂	257
872	Jinman	water	94	ɕyj₂₂	ɕ y j ₂₂	257
873	Mazhelong	water	94	ɕyj₃₃	ɕ y j ₃₃	258
874	Dashi	water	94	ɕuj₃₃	ɕ u j ₃₃	257
875	Zhoucheng	water	94	ɕyj₃₃	ɕ y j ₃₃	257
876	Jinxing	water	94	ɕyj₃₃	ɕ y j ₃₃	257
877	Tuolo	water	94	ɕyj₃₃	ɕ y j ₃₃	257
878	Enqi	water	94	ɕyj₂₂	ɕ y j ₂₂	257
879	Ega	water	94	ɕyj₂₂	ɕ y j ₂₂	257
# 
880	Gongxing	we	95	ʁaŋ₂₄	ʁ a ŋ ₂₄	261
881	Jinman	we	95	ɲa₂₁t͡ʂɚ₂₂	ɲ a ₂₁ t͡ʂ ɚ ₂₂	262
882	Mazhelong	we	95	ŋa₅₅xo₃₃	ŋ a ₅₅ x o ₃₃	259
883	Dashi	we	95	ɲã₅₅	ɲ ã ₅₅	259
884	Zhoucheng	we	95	ɲa₅₅	ɲ a ₅₅	259
885	Jinxing	we	95	jɑ̃₅₅	j ɑ̃ ₅₅	263
886	Tuolo	we	95	a₅₅ŋɔ₂₁	a ₅₅ ŋ ɔ ₂₁	264
887	Enqi	we	95	a₅₅ʁo₂₁	a ₅₅ ʁ o ₂₁	260
888	Ega	we	95	ɲo₂₁ɣo₂₂	ɲ o ₂₁ ɣ o ₂₂	259
889	Gongxing	we	95	ŋa₄₂xõ₂₂	ŋ a ₄₂ x õ ₂₂	262
890	Jinman	we	95	mi₅₅	m i ₅₅	267
891	Jinxing	we	95	ŋɑ₅₅	ŋ ɑ ₅₅	259
892	Tuolo	we	95	we₅₅	w e ₅₅	265
893	Enqi	we	95	wi₂₄ʦɿ₂₁	w i ₂₄ ʦ ɿ ₂₁	266
894	Ega	we	95	ŋwi₅₅	ŋ w i ₅₅	265
# 
895	Gongxing	what	96	a₅₅qʰa₅₅	a ₅₅ qʰ a ₅₅	270
896	Jinman	what	96	a₅₅xã₄₂	a ₅₅ x ã ₄₂	269
897	Mazhelong	what	96	a₅₅se₅₅	a ₅₅ s e ₅₅	270
898	Dashi	what	96	ɚ₅₅xɚ₄₂	ɚ ₅₅ x ɚ ₄₂	268
899	Zhoucheng	what	96	xa₃₁le₃₁	x a ₃₁ l e ₃₁	273
900	Jinxing	what	96	ɑ₅₅xan₃₁	ɑ ₅₅ x a n ₃₁	271
901	Tuolo	what	96	a₅₅haŋ₂₁	a ₅₅ h a ŋ ₂₁	272
902	Enqi	what	96	a₅₅χa₅₅	a ₅₅ χ a ₅₅	269
903	Ega	what	96	a₅₅xa₄₂	a ₅₅ x a ₄₂	269
# 
904	Gongxing	white	97	bæ₂₁	b æ ₂₁	274
905	Jinman	white	97	pa₄₂	p a ₄₂	274
906	Mazhelong	white	97	pʰɚ₄₂	pʰ ɚ ₄₂	274
907	Dashi	white	97	pɚ₄₂	p ɚ ₄₂	274
908	Zhoucheng	white	97	pɛ₄₂	p ɛ ₄₂	274
909	Jinxing	white	97	pa₄₂	p a ₄₂	274
910	Tuolo	white	97	ba₄₂	b a ₄₂	274
911	Enqi	white	97	pa₂₁	p a ₂₁	274
912	Ega	white	97	pa₄₂	p a ₄₂	274
# 
913	Gongxing	who	98	a₂₂ma₅₅bu₂₂ɲǝn₂₄	a ₂₂ m a ₅₅ b u ₂₂ ɲ ǝ n ₂₄	277
914	Jinman	who	98	a₅₅ma₅₅	a ₅₅ m a ₅₅	275
915	Mazhelong	who	98	a₅₅to₃₃	a ₅₅ t o ₃₃	276
916	Dashi	who	98	a₅₅ma₃₃tjɯ₃₁	a ₅₅ m a ₃₃ t j ɯ ₃₁	275
917	Zhoucheng	who	98	a₅₅ɲi₂₁	a ₅₅ ɲ i ₂₁	278
918	Jinxing	who	98	ɑ₃₁tow₃₁	ɑ ₃₁ t o w ₃₁	276
919	Tuolo	who	98	a₂₁do₃₅	a ₂₁ d o ₃₅	276
920	Enqi	who	98	a₄₃to₂₁	a ₄₃ t o ₂₁	276
921	Ega	who	98	a₅₅to₂₁	a ₅₅ t o ₂₁	276
922	Jinxing	who	98	ɑ₅₅nɑ̃₄₄jen₂₁	ɑ ₅₅ n ɑ̃ ₄₄ j e n ₂₁	279
# 
923	Jinman	woman	99	ɲu₂₂ɲi₂₁ʦi₂₂	ɲ u ₂₂ ɲ i ₂₁ ʦ i ₂₂	282
924	Mazhelong	woman	99	ɲõ₃₃ɲĩ₂₁	ɲ õ ₃₃ ɲ ĩ ₂₁	282
925	Dashi	woman	99	jũ₃₃lã₄₂	j ũ ₃₃ l ã ₄₂	280
926	Zhoucheng	woman	99	ɲɤ₃₃	ɲ ɤ ₃₃	282
927	Jinxing	woman	99	jɤ̃₃₃jen₂₁jen₂₁	j ɤ̃ ₃₃ j e n ₂₁ j e n ₂₁	283
928	Tuolo	woman	99	jen₃₅hoŋ₅₅mo₃₃	j e n ₃₅ h o ŋ ₅₅ m o ₃₃	284
929	Ega	woman	99	ɲyj₂₂ʦi₂₂	ɲ y j ₂₂ ʦ i ₂₂	281
# 
930	Gongxing	yellow	100	ʁaŋ₁₂	ʁ a ŋ ₁₂	288
931	Jinman	yellow	100	õ₂₁	õ ₂₁	289
932	Mazhelong	yellow	100	ɣoŋ₂₁	ɣ o ŋ ₂₁	288
933	Dashi	yellow	100	wɤ̃₂₁	w ɤ̃ ₂₁	285
934	Zhoucheng	yellow	100	ŋɤ₂₁	ŋ ɤ ₂₁	286
935	Jinxing	yellow	100	ɤ̃₂₁	ɤ̃ ₂₁	289
936	Tuolo	yellow	100	ŋoŋ₃₅	ŋ o ŋ ₃₅	286
937	Enqi	yellow	100	ʁo₂₁	ʁ o ₂₁	287
938	Ega	yellow	100	ŋõ₂₁	ŋ õ ₂₁	286
# 
939	Gongxing	far	101	tɥen₂₂	t ɥ e n ₂₂	290
940	Jinman	far	101	tyj₂₂	t y j ₂₂	291
941	Mazhelong	far	101	ʦwen₃₃	ʦ w e n ₃₃	290
942	Dashi	far	101	twen₃₃	t w e n ₃₃	290
943	Zhoucheng	far	101	twe₃₃	t w e ₃₃	290
944	Jinxing	far	101	twen₃₃	t w e n ₃₃	290
945	Tuolo	far	101	twe₃₃	t w e ₃₃	290
946	Enqi	far	101	tɥɛ₂₂	t ɥ ɛ ₂₂	290
947	Ega	far	101	ti₂₂	t i ₂₂	290
# 
948	Gongxing	heavy	102	ʣoŋ₂₂	ʣ o ŋ ₂₂	292
949	Jinman	heavy	102	ʥõ₂₂	ʥ õ ₂₂	292
950	Mazhelong	heavy	102	ʦõ₂₁	ʦ õ ₂₁	292
951	Dashi	heavy	102	t͡ʂõ₃₃	t͡ʂ õ ₃₃	292
952	Zhoucheng	heavy	102	ʦɤ₃₃	ʦ ɤ ₃₃	292
953	Jinxing	heavy	102	ʦɤ̃₃₃	ʦ ɤ̃ ₃₃	292
954	Tuolo	heavy	102	ʐɤŋ₃₃	ʐ ɤ ŋ ₃₃	292
955	Enqi	heavy	102	d͡ʐo₂₂	d͡ʐ o ₂₂	292
956	Ega	heavy	102	ʥo₂₂	ʥ o ₂₂	292
# 
957	Gongxing	near	103	ʥen₂₂	ʥ e n ₂₂	293
958	Jinman	near	103	ʦʰo₅₅	ʦʰ o ₅₅	293
959	Mazhelong	near	103	ʨen₃₃	ʨ e n ₃₃	293
960	Dashi	near	103	ʨen₃₃	ʨ e n ₃₃	293
961	Zhoucheng	near	103	ʨe₃₃	ʨ e ₃₃	293
962	Jinxing	near	103	ʨen₃₃	ʨ e n ₃₃	293
963	Tuolo	near	103	jen₃₃	j e n ₃₃	294
964	Enqi	near	103	ʨi₂₂	ʨ i ₂₂	293
965	Ega	near	103	ʦʰo₅₅	ʦʰ o ₅₅	293
# 
966	Gongxing	salt	104	ʨwen₅₅	ʨ w e n ₅₅	296
967	Jinman	salt	104	ʦwẽ₅₅	ʦ w ẽ ₅₅	296
968	Mazhelong	salt	104	ʦʰoŋ₂₁	ʦʰ o ŋ ₂₁	296
969	Dashi	salt	104	pjẽ₃₅	p j ẽ ₃₅	295
970	Zhoucheng	salt	104	pi₃₅	p i ₃₅	295
971	Jinxing	salt	104	pjen₅₅	p j e n ₅₅	295
972	Tuolo	salt	104	ʨwen₅₅	ʨ w e n ₅₅	296
973	Enqi	salt	104	ʦwɛ₂₄	ʦ w ɛ ₂₄	296
974	Ega	salt	104	ʦwɛ₅₅	ʦ w ɛ ₅₅	296
# 
975	Gongxing	short	105	ʦʰwa₂₄	ʦʰ w a ₂₄	297
976	Jinman	short	105	ʨʰi₅₅	ʨʰ i ₅₅	297
977	Mazhelong	short	105	ʦʰǝɯ₅₅	ʦʰ ǝɯ ₅₅	297
978	Dashi	short	105	ʦʰɯ₅₅	ʦʰ ɯ ₅₅	297
979	Zhoucheng	short	105	ʦʰɯ₅₅	ʦʰ ɯ ₅₅	297
980	Jinxing	short	105	ʦʰɯ₅₅	ʦʰ ɯ ₅₅	297
981	Tuolo	short	105	ʦʰɤ₄₂	ʦʰ ɤ ₄₂	297
982	Enqi	short	105	ʦʰo₅₅	ʦʰ o ₅₅	297
983	Ega	short	105	ʨʰi₅₅	ʨʰ i ₅₅	297
# 
984	Gongxing	snake	106	t͡ʂʰi₂₂	t͡ʂʰ i ₂₂	299
985	Jinman	snake	106	ʨʰɚ̃₂₂	ʨʰ ɚ̃ ₂₂	299
986	Mazhelong	snake	106	ʨʰiw₃₃	ʨʰ i w ₃₃	300
987	Dashi	snake	106	kʰo₃₃	kʰ o ₃₃	298
988	Zhoucheng	snake	106	kʰɤ₃₃	kʰ ɤ ₃₃	298
989	Jinxing	snake	106	kʰɤ₃₃	kʰ ɤ ₃₃	298
990	Tuolo	snake	106	t͡ʂʰɚ̃₃₃	t͡ʂʰ ɚ̃ ₃₃	299
991	Enqi	snake	106	ʦʰɿ₂₂	ʦʰ ɿ ₂₂	299
992	Ega	snake	106	ʦʰɛ₂₂	ʦʰ ɛ ₂₂	299
# 
993	Gongxing	thin	107	bwa₂₁	b w a ₂₁	301
994	Jinman	thin	107	po₄₂	p o ₄₂	301
995	Mazhelong	thin	107	pʰo₄₂	pʰ o ₄₂	301
996	Dashi	thin	107	pow₄₂	p o w ₄₂	301
997	Zhoucheng	thin	107	pow₄₂	p o w ₄₂	301
998	Jinxing	thin	107	pow₄₂	p o w ₄₂	301
999	Tuolo	thin	107	bɯ₄₂	b ɯ ₄₂	301
1000	Enqi	thin	107	pɯ₂₁	p ɯ ₂₁	301
1001	Ega	thin	107	pu₄₂	p u ₄₂	301
# 
1002	Gongxing	wind	108	ʨwen₅₅	ʨ w e n ₅₅	304
1003	Jinman	wind	108	ʨyj₅₅	ʨ y j ₅₅	303
1004	Mazhelong	wind	108	pjen₅₅	p j e n ₅₅	302
1005	Dashi	wind	108	pjɛ̃₃₅	p j ɛ̃ ₃₅	302
1006	Zhoucheng	wind	108	pi₃₅	p i ₃₅	302
1007	Jinxing	wind	108	pi₅₅	p i ₅₅	302
1008	Tuolo	wind	108	ʨwen₅₅	ʨ w e n ₅₅	304
1009	Enqi	wind	108	ʦwɛ₂₄	ʦ w ɛ ₂₄	304
1010	Ega	wind	108	ʨyj₅₅	ʨ y j ₅₅	303
# 
1011	Gongxing	worm	109	ʣwa₁₂	ʣ w a ₁₂	305
1012	Jinman	worm	109	ʨu₂₁	ʨ u ₂₁	305
1013	Mazhelong	worm	109	ʣõ₂₁	ʣ õ ₂₁	305
1014	Dashi	worm	109	t͡ʂo₂₁	t͡ʂ o ₂₁	305
1015	Zhoucheng	worm	109	ʦɤ₂₁	ʦ ɤ ₂₁	305
1016	Jinxing	worm	109	ʦɤ₂₁	ʦ ɤ ₂₁	305
1017	Tuolo	worm	109	ʐɤ₃₅	ʐ ɤ ₃₅	305
1018	Enqi	worm	109	ʨo₂₁	ʨ o ₂₁	305
1019	Ega	worm	109	ʨu₂₁	ʨ u ₂₁	305
# 
1020	Gongxing	year	110	swa₂₄	s w a ₂₄	306
1021	Jinman	year	110	swa₅₅	s w a ₅₅	306
1022	Mazhelong	year	110	swa₄₄	s w a ₄₄	306
1023	Dashi	year	110	sʰwa₄₄	sʰ w a ₄₄	306
1024	Zhoucheng	year	110	swa₄₄	s w a ₄₄	306
1025	Jinxing	year	110	swɑ₄₄	s w ɑ ₄₄	306
1026	Tuolo	year	110	swɔ₄₂	s w ɔ ₄₂	306
1027	Enqi	year	110	swa₅₅	s w a ₅₅	306
1028	Ega	year	110	swa₄₄	s w a ₄₄	306
# BAI_'sca'_-2.0_0.3_0.5_0.5_0.7_100_3-2_None_T__True_gep:0.50-0.50_global-local_gop:-2--1
