# IEL
ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID
2142	Polish	moon	102	ˈkɕɛ̃ʒɨʦ	kɕɛ̃ʒɨʦ	k ɕ ɛ̃ ʒ ɨ ʦ	1138
2143	Swedish	moon	102	ˈmoːnɛ	moːnɛ	m oː n ɛ	1134
# 
2144	Urdu	mother	103	mɑ̃	mɑ̃	m ɑ̃	1143
2145	Armenian_Mod	mother	103	maɪ̯ɾ	maɪ̯ɾ	m aɪ̯ ɾ	1145
2146	Czech	mother	103	matka	matka	m a t k a	1142
2147	German	mother	103	'mʊtɐ	mʊtɐ	m ʊ t ɐ	1142
2148	Italian	mother	103	'madre	madre	m a d r e	1142
2149	Swedish	mother	103	'mu:dər	muːdər	m uː d ə r	1142
2150	Breton_ST	mother	103	mãmː	maːmː	m aː mː	1146
2151	Catalan	mother	103	'maɾə	maɾə	m a ɾ ə	1145
2152	Danish	mother	103	moɐ̯	moɐ̯	m oɐ̯	1143
2153	Dutch_List	mother	103	'mudər	mudər	m u d ə r	1142
2154	English	mother	103	'mʌðə	mʌðə	m ʌ ð ə	1142
2155	French	mother	103	mɛʀ	mɛʀ	m ɛ ʀ	1145
2156	Greek_Mod	mother	103	miˈte̞ra	mite̞ra	m i t e̞ r a	1142
2157	Marathi	mother	103	ai:	aiː	aiː	1144
2158	Polish	mother	103	ˈmatka	matka	m a t k a	1142
2159	Portuguese_ST	mother	103	mɐ̃i	mɐ̃i	m ɐ̃i	1143
2160	Russian	mother	103	matʲ	matʲ	m a tʲ	1142
2161	Spanish	mother	103	'maðɾe	maðɾe	m a ð ɾ e	1142
2162	Oriya	mother	103	maa	maa	m aa	1143
2163	Oriya	mother	103	bou	bou	b ou	1147
2164	Swedish	mother	103	muːr	muːr	m uː r	1145
# 
2165	Armenian_Mod	mountain	104	sɑɾ	sɑɾ	s ɑ ɾ	1156
2166	Czech	mountain	104	ɦora	ɦora	ɦ o r a	1155
2167	German	mountain	104	bɛrk	bɛrk	b ɛ r k	1148
2168	Italian	mountain	104	mon'taɲɲa, 'monte	montaɲɲa	m o n t a ɲː a	1153
2169	Swedish	mountain	104	ˈbærj	bærj	b æ r j	1148
2170	Breton_ST	mountain	104	'mẽ:nɛs	mẽːnɛs	m ẽː n ɛ s	1153
2171	Catalan	mountain	104	mon	mon	m o n	1153
2172	Danish	mountain	104	ˈb̥jɛɐ̯w	b̥jɛɐ̯w	b̥ j ɛɐ̯ w	1149
2173	Dutch_List	mountain	104	bɛrχ	bɛrχ	b ɛ r χ	1148
2174	English	mountain	104	'maʊntɪn	maʊntɪn	m aʊ n t ɪ n	1153
2175	French	mountain	104	mɔ̃taɲ	mɔ̃taɲ	m ɔ̃ t a ɲ	1150
2176	Greek_Mod	mountain	104	vuˈno̞	vuno̞	v u n o̞	1151
2177	Polish	mountain	104	ˈɡura	ɡura	ɡ u r a	1154
2178	Portuguese_ST	mountain	104	mõˈtɐɲɐ	mõtɐɲɐ	m õ t ɐ ɲ ɐ	1150
2179	Russian	mountain	104	go'ra	gora	g o r a	1154
2180	Spanish	mountain	104	mon'taɲa	montaɲa	m o n t a ɲ a	1153
2181	Bihari	mountain	104	pəhar	pəhar	p ə h a r	1152
2182	Oriya	mountain	104	pɔrbɔtɔ	pɔrbɔtɔ	p ɔ r b ɔ t ɔ	1148
2183	Urdu	mountain	104	pəhɑɽ	pəhɑɽ	p ə h ɑ ɽ	1152
2184	Armenian_Mod	mountain	104	lɛr	lɛr	l ɛ r	1157
2185	Marathi	mountain	104	'pəɾwət	pəɾwət	p ə ɾ w ə t	1148
# 
2186	Urdu	mouth	105	mʊ̃ʰ	mʊ̃ʰ	m ʊ̃ʰ	1168
2187	Armenian_Mod	mouth	105	bɛˈɾɑn	bɛɾɑn	b ɛ ɾ ɑ n	1167
2188	Czech	mouth	105	uːsta	uːsta	uː s t a	1161
2189	German	mouth	105	mʊnt	mʊnt	m ʊ n t	1158
2190	Italian	mouth	105	'bokka	bokka	b o kː a	1159
2191	Swedish	mouth	105	mɵn	mɵn	m ɵ n	1158
2192	Dutch_List	mouth	105	mɔnt	mɔnt	m ɔ n t	1158
2193	English	mouth	105	maʊθ	maʊθ	m aʊ θ	1166
2194	French	mouth	105	buʃ	buʃ	b u ʃ	1164
2195	Greek_Mod	mouth	105	ˈsto̞ma	sto̞ma	s t o̞ m a	1161
2196	Marathi	mouth	105	tõɳɖ	tõɳɖ	t õ ɳ ɖ	1163
2197	Polish	mouth	105	usta	usta	u s t a	1161
2198	Portuguese_ST	mouth	105	ˈbokɐ	bokɐ	b o k ɐ	1159
2199	Russian	mouth	105	rot	rot	r o t	1165
2200	Spanish	mouth	105	'boka	boka	b o k a	1159
2201	Breton_ST	mouth	105	'gẽ:nu	gẽːnu	g ẽː n u	1169
2202	Catalan	mouth	105	ˈbokə	bokə	b o k ə	1159
2203	Danish	mouth	105	mɔn	mɔn	m ɔ n	1158
2204	Bihari	mouth	105	mũh	mũh	m ũ h	1162
2205	Oriya	mouth	105	paṭi	paʈi	p a ʈ i	1160
2206	Oriya	mouth	105	tuṇḍɔ-	tuɳɖɔ	t u ɳ ɖ ɔ	1163
2207	Oriya	mouth	105	muhɔ̃	muhɔ̃	m u h ɔ̃	1162
# 
2208	Armenian_Mod	name	106	ɑˈnun	ɑnun	ɑ n u n	1175
2209	Czech	name	106	jmɛːno	jmɛːno	j m ɛː n o	1174
2210	German	name	106	'na:mə	naːmə	n aː m ə	1170
2211	Italian	name	106	'nome	nome	n o m e	1170
2212	Swedish	name	106	namn	namn	n a m n	1170
2213	Breton_ST	name	106	ˈɑ̃no	ɑ̃no	ɑ̃ n o	1172
2214	Catalan	name	106	nɔm	nɔm	n ɔ m	1170
2215	Danish	name	106	nɑwn	nɑwn	n ɑ w n	1171
2216	Dutch_List	name	106	nam	nam	n a m	1170
2217	English	name	106	neɪm	neɪm	n eɪ m	1170
2218	French	name	106	nɔ̃	nɔ̃	n ɔ̃	1172
2219	Greek_Mod	name	106	ˈo̞no̞ˌma	o̞no̞ma	o̞ n o̞ m a	1170
2220	Marathi	name	106	naw	naw	n a w	1171
2221	Polish	name	106	ˈimʲɛ̃	imʲɛ̃	i mʲ ɛ̃	1173
2222	Portuguese_ST	name	106	ˈnɔmɨ	nɔmɨ	n ɔ m ɨ	1170
2223	Russian	name	106	'imʲa	imʲa	i mʲ a	1173
2224	Spanish	name	106	'nombɾe	nombɾe	n o m b ɾ e	1170
2225	Bihari	name	106	nam	nam	n a m	1170
2226	Oriya	name	106	namɔ	namɔ	n a m ɔ	1170
2227	Urdu	name	106	nɑm	nɑm	n ɑ m	1170
# 
2228	Urdu	narrow	107	t̪əŋ	t̪əŋ	t̪ ə ŋ	1186
2229	Armenian_Mod	narrow	107	nɛʁ	nɛʁ	n ɛ ʁ	1185
2230	Czech	narrow	107	uːskiː	uːskiː	uː s k iː	1183
2231	German	narrow	107	ɛŋ	ɛŋ	ɛ ŋ	1181
2232	Italian	narrow	107	'stretto	stretto	s t r e tː o	1178
2233	Swedish	narrow	107	trɔŋ	trɔŋ	t r ɔ ŋ	1176
2234	Breton_ST	narrow	107	stri:s	striːs	s t r iː s	1178
2235	Catalan	narrow	107	ə'stɾɛt	əstɾɛt	ə s t ɾ ɛ t	1178
2236	Danish	narrow	107	smal	smal	s m a l	1177
2237	Dutch_List	narrow	107	nɑu	nɑu	n ɑu	1181
2238	English	narrow	107	'nærəʊ	nærəʊ	n æ r əʊ	1185
2239	French	narrow	107	etʀwa	etʀwa	e t ʀ w a	1176
2240	Greek_Mod	narrow	107	ste̞ˈno̞s	ste̞no̞s	s t e̞ n o̞ s	1178
2241	Marathi	narrow	107	əɾũndə	əɾũndə	ə ɾ ũ n d ə	1182
2242	Polish	narrow	107	ˈvɔ̃ski	vɔ̃ski	v ɔ̃ s k i	1184
2243	Russian	narrow	107	'uzkɨj	uzkɨj	u z k ɨ j	1183
2244	Bihari	narrow	107	səŋkirə	səŋkirə	s ə ŋ k i r ə	1180
2245	Oriya	narrow	107	ɔṇɔsaria	ɔɳɔsaria	ɔ ɳ ɔ s a r ia	1179
2246	Spanish	narrow	107	es'tɾeʧo	estɾeʧo	e s t ɾ e ʧ o	1178
2247	Dutch_List	narrow	107	ɛŋ	ɛŋ	ɛ ŋ	1181
2248	Portuguese_ST	narrow	107	ɨʃˈtɾɐitu	ɨʃtɾɐitu	ɨ ʃ t ɾ ɐi t u	1178
2249	Swedish	narrow	107	smɑ:l	smɑːl	s m ɑː l	1177
# 
2250	Armenian_Mod	near	108	mot	mot	m o t	1194
2251	Czech	near	108	bliːskiː	bliːskiː	b l iː s k iː	1189
2252	German	near	108	'na:ə	naːə	n aːə	1188
2253	Italian	near	108	vi'tʃino	viʧino	v i ʧ i n o	1197
2254	Swedish	near	108	'næ:ra	næːra	n æː r a	1187
2255	Breton_ST	near	108	tɔst	tɔst	t ɔ s t	1193
2256	Danish	near	108	nεɐ̯	nɛɐ̯	n ɛɐ̯	1188
2257	Dutch_List	near	108	na'bɛi	nabɛi	n a b ɛi	1196
2258	English	near	108	nɪə	nɪə	n ɪə	1188
2259	French	near	108	pʀɛ	pʀɛ	p ʀ ɛ	1189
2260	Greek_Mod	near	108	ko̞ˈ(n)da	ko̞nda	k o̞ n d a	1191
2261	Marathi	near	108	'dzəwəɭ	dzəwəɭ	d z ə w ə ɭ	1193
2262	Polish	near	108	ˈbʎiskɔ	bʎiskɔ	b ʎ i s k ɔ	1189
2263	Russian	near	108	'blizko	blizko	b l i z k o	1189
2264	Spanish	near	108	'θeɾka	θeɾka	θ e ɾ k a	1190
2265	Bihari	near	108	nəjdik	nəjdik	n ə j d i k	1192
2266	Oriya	near	108	ɔdurɔ	ɔdurɔ	ɔ d u r ɔ	1190
2267	Oriya	near	108	nikɔṭɔ(-ku)	nikɔʈɔku	n i k ɔ ʈ ɔ k u	1198
2268	Oriya	near	108	pakhɔ-ru	pakʰɔru	p a kʰ ɔ r u	1200
2269	Urdu	near	108	qəɾib,	qəɾib	q ə ɾ i b	1195
2270	Urdu	near	108	nəzd̪ik	nəzd̪ik	n ə z d̪ i k	1199
2271	Catalan	near	108	ə'pɾɔp	əpɾɔp	ə p ɾ ɔ p	1189
2272	Portuguese_ST	near	108	ˈpɛɾtu	pɛɾtu	p ɛ ɾ t u	1189
# 
2273	Urdu	neck	109	ɡəɾd̪ən	ɡəɾd̪ən	ɡ ə ɾ d̪ ə n	1204
2274	Czech	neck	109	kr̩k	kr̩k	k r̩ k	1204
2275	German	neck	109	hals	hals	h a l s	1201
2276	Italian	neck	109	'kollo	kollo	k o lː o	1204
2277	Swedish	neck	109	hals	hals	h a l s	1201
2278	Breton_ST	neck	109	'gu:zuk	guːzuk	g uː z u k	1211
2279	Catalan	neck	109	kɔʎ	kɔʎ	k ɔ ʎ	1204
2280	Danish	neck	109	hals	hals	h a l s	1201
2281	Dutch_List	neck	109	hɑls	hɑls	h ɑ l s	1201
2282	English	neck	109	nɛk	nɛk	n ɛ k	1209
2283	French	neck	109	ku	ku	k u	1207
2284	Marathi	neck	109	man	man	m a n	1205
2285	Polish	neck	109	ʃɨja	ʃɨja	ʃ ɨ j a	1208
2286	Portuguese_ST	neck	109	pɨʃˈkosu	pɨʃkosu	p ɨ ʃ k o s u	1202
2287	Russian	neck	109	'ʃeja	ʃeja	ʃ e j a	1208
2288	Spanish	neck	109	'kweʎo	kweʎo	k w e ʎ o	1206
2289	Bihari	neck	109	gərdain	gərdain	g ə r d ai n	1204
2290	Oriya	neck	109	bekɔ	bekɔ	b e k ɔ	1203
2291	German	neck	109	'nakn̩	nakn̩	n a k n̩	1209
2292	Dutch_List	neck	109	nɛk	nɛk	n ɛ k	1209
2293	Greek_Mod	neck	109	afˈçe̞nas	afçe̞nas	a f ç e̞ n a s	1202
2294	Armenian_Mod	neck	109	viz	viz	v i z	1210
# 
2295	Armenian_Mod	new	110	noɾ	noɾ	n o ɾ	1217
2296	Czech	new	110	noviː	noviː	n o v iː	1213
2297	German	new	110	nɔ‿y	nɔy	n ɔy	1212
2298	Italian	new	110	'nwɔvo	nwɔvo	n w ɔ v o	1213
2299	Swedish	new	110	ny	ny	n y	1212
2300	Breton_ST	new	110	ˈneve	neve	n e v e	1213
2301	Catalan	new	110	nɔuw	nɔuw	n ɔu w	1213
2302	Danish	new	110	ny	ny	n y	1212
2303	Dutch_List	new	110	niw	niw	n i w	1213
2304	English	new	110	nju:	njuː	n j uː	1216
2305	French	new	110	nuvo	nuvo	n u v o	1213
2306	Greek_Mod	new	110	ce̞ˈnurʝo̞s	ce̞nurʝo̞s	c e̞ n u r ʝ o̞ s	1214
2307	Marathi	new	110	nə'wi:n	nəwiːn	n ə w iː n	1213
2308	Polish	new	110	ˈnɔvɨ	nɔvɨ	n ɔ v ɨ	1213
2309	Portuguese_ST	new	110	'novu	novu	n o v u	1213
2310	Russian	new	110	'novɨj	novɨj	n o v ɨ j	1213
2311	Spanish	new	110	'nweβo	nweβo	n w e β o	1213
2312	Bihari	new	110	nəb	nəb	n ə b	1215
2313	Oriya	new	110	nua	nua	n ua	1212
2314	Urdu	new	110	nəjɑ	nəjɑ	n ə j ɑ	1216
# 
2315	Armenian_Mod	night	111	giˈʃɛɾ	giʃɛɾ	g i ʃ ɛ ɾ	1222
2316	Czech	night	111	nots	nots	n o t s	1218
2317	German	night	111	naxt	naxt	n a x t	1221
2318	Italian	night	111	'nɔtte	nɔtte	n ɔ tː e	1218
2319	Swedish	night	111	nat	nat	n a t	1218
2320	Breton_ST	night	111	no:s	noːs	n oː s	1223
2321	Catalan	night	111	nit	nit	n i t	1218
2322	Danish	night	111	nad̥ʰ	nad̥ʰ	n a d̥ʰ	1218
2323	Dutch_List	night	111	nɑχt	nɑχt	n ɑ χ t	1221
2324	English	night	111	naɪt	naɪt	n aɪ t	1218
2325	French	night	111	nɥi	nɥi	n ɥ i	1219
2326	Greek_Mod	night	111	nýchta	nycʰta	n y cʰ t a	1221
2327	Marathi	night	111	'ɾatɾə	ɾatɾə	ɾ a t ɾ ə	1220
2328	Polish	night	111	nɔʦ	nɔʦ	n ɔ ʦ	1221
2329	Portuguese_ST	night	111	ˈnɔjtɨ	nɔjtɨ	n ɔ j t ɨ	1219
2330	Russian	night	111	notʃ	noʧ	n o ʧ	1221
2331	Spanish	night	111	'noʧe	noʧe	n o ʧ e	1221
2332	Bihari	night	111	rait	rait	r ai t	1220
2333	Oriya	night	111	rati	rati	r a t i	1220
2334	Oriya	night	111	ɔndharɔ	ɔndʱarɔ	ɔ n dʱ a r ɔ	1218
2335	Urdu	night	111	ɾɑt̪	ɾɑt̪	ɾ ɑ t̪	1220
# 
2336	Urdu	nose	112	nɑk	nɑk	n ɑ k	1226
2337	Armenian_Mod	nose	112	kʰitʰ	kʰitʰ	kʰ i tʰ	1229
2338	Czech	nose	112	nos	nos	n o s	1224
2339	German	nose	112	'na:zə	naːzə	n aː z ə	1224
2340	Italian	nose	112	'naso	naso	n a s o	1224
2341	Swedish	nose	112	ˈnɛːsa	nɛːsa	n ɛː s a	1224
2342	Danish	nose	112	ˈnε:sə	nɛːsə	n ɛː s ə	1224
2343	Dutch_List	nose	112	nøs	nøs	n ø s	1224
2344	English	nose	112	nəʊz	nəʊz	n əʊ z	1224
2345	French	nose	112	nɛ	nɛ	n ɛ	1228
2346	Breton_ST	nose	112	fri:	friː	f r iː	1230
2347	Greek_Mod	nose	112	'miti	miti	m i t i	1227
2348	Marathi	nose	112	nak	nak	n a k	1226
2349	Polish	nose	112	nɔs	nɔs	n ɔ s	1224
2350	Portuguese_ST	nose	112	nɐˈɾiʃ	nɐɾiʃ	n ɐ ɾ i ʃ	1225
2351	Russian	nose	112	nos	nos	n o s	1224
2352	Spanish	nose	112	na'ɾiθ	naɾiθ	n a ɾ i θ	1225
2353	Catalan	nose	112	nas	nas	n a s	1224
2354	Bihari	nose	112	nak	nak	n a k	1226
2355	Oriya	nose	112	nakɔ	nakɔ	n a k ɔ	1226
# 
2356	Urdu	not	113	nəhĩ	nəhĩ	n ə h ĩ	1234
2357	Armenian_Mod	not	113	voʧʰ, ʧʰ	voʧʰ	v o ʧʰ	1237
2358	Czech	not	113	nɛ	nɛ	n ɛ	1233
2359	German	not	113	nɪçt	nɪçt	n ɪ ç t	1236
2360	Italian	not	113	nɔ, non	nɔ	n ɔ	1233
2361	Swedish	not	113	ˈɪntɛ	ɪntɛ	ɪ n t ɛ	1231
2362	Breton_ST	not	113	ne...ke(d)	ne...ked	n e k e d	1238
2363	Catalan	not	113	no	no	n o	1233
2364	Danish	not	113	eg̥ʰə, eg̥ʰ	eg̥ʰə	e g̥ʰ ə	1232
2365	Dutch_List	not	113	nit	nit	n i t	1231
2366	English	not	113	nɒt	nɒt	n ɒ t	1231
2367	French	not	113	nɔ̃	nɔ̃	n ɔ̃	1233
2368	Greek_Mod	not	113	mi(n)	min	m i n	1235
2369	Marathi	not	113	'naɦi:, nə	naɦiː	n a ɦ iː	1234
2370	Polish	not	113	ɲɛ	ɲɛ	ɲ ɛ	1233
2371	Portuguese_ST	not	113	nɐ̃ũ	nɐ̃uː	n ɐ̃uː	1233
2372	Russian	not	113	nʲe	nʲe	nʲ e	1233
2373	Spanish	not	113	no	no	n o	1233
2374	Bihari	not	113	nəi	nəi	n əi	1233
2375	Oriya	not	113	nahĩ	nahĩ	n a h ĩ	1234
2376	Greek_Mod	not	113	ðe̞(n)	ðe̞n	ð e̞ n	1239
# 
2377	Armenian_Mod	old	114	hin	hin	h i n	1248
2378	Czech	old	114	stariː	stariː	s t a r iː	1247
2379	German	old	114	alt	alt	a l t	1243
2380	Italian	old	114	'vekkjo	vekkjo	v e kː j o	1251
2381	Swedish	old	114	'gamal	gamal	g a m a l	1240
2382	Breton_ST	old	114	koːs	koːs	k oː s	1250
2383	Catalan	old	114	bɛʎ	bɛʎ	b ɛ ʎ	1242
2384	Danish	old	114	ˈg̥ɑməl	g̥ɑməl	g̥ ɑ m ə l	1240
2385	Dutch_List	old	114	ɑut	ɑut	ɑu t	1249
2386	English	old	114	əʊld	əʊld	əʊ l d	1243
2387	French	old	114	vjø	vjø	v j ø	1246
2388	Greek_Mod	old	114	paˌle̞ˈo̞s	pale̞o̞s	p a l e̞o̞ s	1242
2389	Marathi	old	114	'mɦataɾa	mɦataɾa	m ɦ a t a ɾ a	1244
2390	Polish	old	114	ˈstarɨ	starɨ	s t a r ɨ	1247
2391	Portuguese_ST	old	114	ˈvɛʎu	vɛʎu	v ɛ ʎ u	1241
2392	Russian	old	114	'starɨj	starɨj	s t a r ɨ j	1247
2393	Spanish	old	114	'bjexo	bjexo	b j e x o	1245
2394	Bihari	old	114	puran	puran	p u r a n	1242
2395	Oriya	old	114	buṛha	buɽha	b u ɽ h a	1242
2396	Oriya	old	114	puruṇa	puruɳa	p u r u ɳ a	1242
2397	Urdu	old	114	buɽʰɑ	buɽʰɑ	b u ɽʰ ɑ	1242
2398	Marathi	old	114	dzu'na	dzuna	d z u n a	1252
2399	Urdu	old	114	pʊɾɑnɑ	pʊɾɑnɑ	p ʊ ɾ ɑ n ɑ	1242
2400	Catalan	old	114	ənsi'a	ənsia	ə n s ia	1253
# 
2401	Urdu	one	115	ʔek	ʔek	ʔ e k	1261
2402	Czech	one	115	jɛdɛn	jɛdɛn	j ɛ d ɛ n	1258
2403	German	one	115	a‿in	ain	ai n	1254
2404	Italian	one	115	'uno	uno	u n o	1254
2405	Swedish	one	115	ɛn	ɛn	ɛ n	1254
2406	Catalan	one	115	un	un	u n	1254
2407	Danish	one	115	en	en	e n	1254
2408	Dutch_List	one	115	en	en	e n	1254
2409	English	one	115	wʌn	wʌn	w ʌ n	1259
2410	French	one	115	œ̃	œ̃	œ̃	1255
2411	Greek_Mod	one	115	ˈe̞na	e̞na	e̞ n a	1254
2412	Marathi	one	115	ek	ek	e k	1256
2413	Polish	one	115	ˈjɛdɛn	jɛdɛn	j ɛ d ɛ n	1258
2414	Portuguese_ST	one	115	ũ	uː	uː	1255
2415	Russian	one	115	o'din	odin	o d i n	1257
2416	Spanish	one	115	'uno	uno	u n o	1254
2417	Bihari	one	115	ek	ek	e k	1256
2418	Oriya	one	115	ekɔ	ekɔ	e k ɔ	1256
2419	Armenian_Mod	one	115	mɛk	mɛk	m ɛ k	1260
# 
2420	Urdu	other	116	ˈd̪us.ɾɑ	d̪us.ɾɑ	d̪ u s ɾ ɑ	1266
2421	Armenian_Mod	other	116	uˈɾiʃ	uɾiʃ	u ɾ i ʃ	1265
2422	Czech	other	116	jɪniː	jɪniː	j ɪ n iː	1268
2423	German	other	116	'andɐ	andɐ	a n d ɐ	1267
2424	Italian	other	116	'altro	altro	a l t r o	1271
2425	Swedish	other	116	'anan, 'anat	anan	a n a n	1262
2426	Danish	other	116	ˈanən	anən	a n ə n	1262
2427	Dutch_List	other	116	'ɑndər	ɑndər	ɑ n d ə r	1267
2428	English	other	116	'ʌðə	ʌðə	ʌ ð ə	1269
2429	French	other	116	otʀ	otʀ	o t ʀ	1263
2430	Breton_ST	other	116	al	al	a l	1270
2431	Greek_Mod	other	116	ˈalo̞s	alo̞s	a l o̞ s	1265
2432	Marathi	other	116	dus'ɾa	dusɾa	d u s ɾ a	1266
2433	Portuguese_ST	other	116	ˈo(ou)tɾu	ooutɾu	oou t ɾ u	1263
2434	Russian	other	116	dru'goj	drugoj	d r u g o j	1263
2435	Spanish	other	116	'otɾo	otɾo	o t ɾ o	1263
2436	Bihari	other	116	dosər	dosər	d o s ə r	1266
2437	Oriya	other	116	au	au	au	1264
2438	Oriya	other	116	ɔnyanyɔ	ɔnyanyɔ	ɔ n ya n yɔ	1262
2439	Dutch_List	other	116	nɔχ en	nɔχ#en	n ɔ χ # e n	1273
2440	Armenian_Mod	other	116	ɑɪ̯l	ɑɪ̯l	ɑɪ̯ l	1270
2441	Polish	other	116	ˈdruɡi	druɡi	d r u ɡ i	1263
2442	Marathi	other	116	ba'ki:tse	bakiːtse	b a k iː t s e	1272
# 
2443	Urdu	person	117	ʔɪnsɑn	ʔɪnsɑn	ʔ ɪ n s ɑ n	1282
2444	German	person	117	mɛnʃ	mɛnʃ	m ɛ n ʃ	1278
2445	Italian	person	117	per'sona	persona	p e r s o n a	1280
2446	Swedish	person	117	pæ'ʂu:n	pæʂuːn	p æ ʂ uː n	1274
2447	English	person	117	'pɜ:sən	pɜːsən	p ɜː s ə n	1274
2448	Breton_ST	person	117	dẽ:n	dẽːn	d ẽː n	1283
2449	Danish	person	117	b̥ʰæɐ̯ˈson	b̥ʰæɐ̯son	b̥ʰ æɐ̯ s o n	1274
2450	Dutch_List	person	117	mɛns	mɛns	m ɛ n s	1278
2451	French	person	117	pɛʀsɔn	pɛʀsɔn	p ɛ ʀ s ɔ n	1280
2452	Greek_Mod	person	117	ˈan̪θro̞ˌpo̞s	an̪θro̞po̞s	a n̪ θ r o̞ p o̞ s	1276
2453	Marathi	person	117	maɳu:s, manu:ʂjə	maɳuːs	m a ɳ uː s	1278
2454	Russian	person	117	tʃelo'vʲek	ʧelovʲek	ʧ e l o vʲ e k	1281
2455	Bihari	person	117	byekti	byekti	b ye k t i	1277
2456	Bihari	person	117	admi	admi	a d m i	1284
2457	Oriya	person	117	lokɔ	lokɔ	l o k ɔ	1275
2458	Oriya	person	117	byɔkti	byɔkti	b yɔ k t i	1277
2459	Oriya	person	117	mɔṇisɔ	mɔɳisɔ	m ɔ ɳ i s ɔ	1278
2460	Spanish	person	117	'ombɾe	ombɾe	o m b ɾ e	1279
2461	Catalan	person	117	pəɾˈsonə	pəɾsonə	p ə ɾ s o n ə	1280
# 
2462	Armenian_Mod	play	118	χɑˈʁɑl	χɑʁɑl	χ ɑ ʁ ɑ l	1288
2463	Czech	play	118	ɦraːt	ɦraːt	ɦ r aː t	1292
2464	German	play	118	'ʃpi:lən	ʃpiːlən	ʃ p iː l ə n	1285
2465	Italian	play	118	dʒo'kare	dʒokare	d ʒ o k a r e	1297
2466	Swedish	play	118	'spe:la	speːla	s p eː l a	1285
2467	Breton_ST	play	118	'xwa:ri	xwaːri	x w aː r i	1296
2468	Danish	play	118	ˈlɑjə	lɑjə	l ɑ j ə	1286
2469	Dutch_List	play	118	'spelə(n)	spelən	s p e l ə n	1285
2470	English	play	118	pleɪ	pleɪ	p l eɪ	1294
2471	French	play	118	ʒwe	ʒwe	ʒ w e	1291
2472	Greek_Mod	play	118	ˈpe̞zo̞	pe̞zo̞	p e̞ z o̞	1289
2473	Marathi	play	118	'kʰeɭɳe	kʰeɭɳe	kʰ e ɭ ɳ e	1288
2474	Portuguese_ST	play	118	ʒuˈɡaɾ	ʒuɡaɾ	ʒ u ɡ a ɾ	1287
2475	Russian	play	118	i'gratʲ	igratʲ	i g r a tʲ	1288
2476	Spanish	play	118	xu'ɣaɾ	xuɣaɾ	x u ɣ a ɾ	1290
2477	Urdu	play	118	bəʤɑnə, kʰelnə	bəʤɑnə	b ə ʤ ɑ n ə	1295
2478	Bihari	play	118	kheləb	kʰeləb	kʰ e l ə b	1288
2479	Oriya	play	118	kheḷ-	kʰeɭ	kʰ e ɭ	1288
2480	Polish	play	118	ˈbavʲiʨ ɕɛ	bavʲiʨ#ɕɛ	b a vʲ i ʨ # ɕ ɛ	1293
2481	Swedish	play	118	'le:ka	leːka	l eː k a	1298
2482	Portuguese_ST	play	118	bɾĩˈkaɾ	bɾĩkaɾ	b ɾ ĩ k a ɾ	1294
2483	Catalan	play	118	ʒu'ɣa	ʒuɣa	ʒ u ɣ a	1287
# 
2484	Armenian_Mod	pull	119	kʰɑˈʃɛl	kʰɑʃɛl	kʰ ɑ ʃ ɛ l	1306
2485	Czech	pull	119	taːɦnoʊ̯t	taːɦnoʊ̯t	t aː ɦ n oʊ̯ t	1304
2486	Catalan	pull	119	'tɾɛuwɾə	tɾɛuwɾə	t ɾ ɛu w ɾ ə	1299
2487	German	pull	119	't͜si:ən	t͜siːən	t͜s iːə n	1303
2488	Italian	pull	119	ti'rare	tirare	t i r a r e	1299
2489	Swedish	pull	119	drɑ:	drɑː	d r ɑː	1299
2490	Russian	pull	119	'tʲanutʲ	tʲanutʲ	tʲ a n u tʲ	1301
2491	Breton_ST	pull	119	'saʃã	saʃã	s a ʃ ã	1307
2492	Danish	pull	119	d̥ʰʁag̥ʰə	d̥ʰʁag̥ʰə	d̥ʰ ʁ a g̥ʰ ə	1299
2493	Dutch_List	pull	119	'trɛkə(n)	trɛkən	t r ɛ k ə n	1299
2494	English	pull	119	pʊl	pʊl	p ʊ l	1305
2495	French	pull	119	tiʀe	tiʀe	t i ʀ e	1299
2496	Greek_Mod	pull	119	traˈvo̞	travo̞	t r a v o̞	1299
2497	Marathi	pull	119	'oɖʰɳe	oɖʰɳe	o ɖʰ ɳ e	1301
2498	Polish	pull	119	ˈʨɔ̃ɡnɔ̃ʨ	ʨɔ̃ɡnɔ̃ʨ	ʨ ɔ̃ ɡ n ɔ̃ ʨ	1302
2499	Portuguese_ST	pull	119	puˈʃaɾ	puʃaɾ	p u ʃ a ɾ	1300
2500	Spanish	pull	119	ti'ɾaɾ	tiɾaɾ	t i ɾ a ɾ	1299
2501	Urdu	pull	119	kʰenʧnə	kʰenʧnə	kʰ e n ʧ n ə	1303
2502	Bihari	pull	119	khicəb	kʰicəb	kʰ i c ə b	1302
2503	Oriya	pull	119	ṭaṇ-	ʈaɳ	ʈ a ɳ	1301
2504	Spanish	pull	119	xa'laɾ	xalaɾ	x a l a ɾ	1309
2505	Armenian_Mod	pull	119	ʣəˈkʰɛl	ʣəkʰɛl	ʣ ə kʰ ɛ l	1302
2506	Swedish	pull	119	'ryka	ryka	r y k a	1308
2507	Catalan	pull	119	əsti'ɾa	əstiɾa	ə s t i ɾ a	1310
# 
